Customer ID,Status,days_ago_joined,Age,accum_points,points_per_day,days_ago_last_arrived,arrivals_count,Australia,China,Hong Kong,Indonesia,Japan,Malaysia,Philippines,Singapore,Taiwan,Thailand,United Arab Emirates,United States of America,Diamond,Jade,Platinum,Royal,Ruby
2123,1,2294,63,84000,36.62,317,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2124,1,2294,53,55529,24.21,320,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2125,1,2294,44,60200,26.24,316,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2127,0,2294,40,7800,3.4,1905,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2129,0,2294,39,10300,4.49,1398,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2130,1,2294,59,70850,30.88,-203,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2131,1,2287,53,106080,46.38,33,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2135,1,2287,63,64210,28.08,460,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2136,0,2287,41,15345,6.71,1436,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2137,1,2287,48,48500,21.21,-152,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2139,1,2287,46,63780,27.89,27,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2141,1,2287,54,91420,39.97,125,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2143,1,2287,42,35050,15.33,37,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2146,1,2287,52,84780,37.07,47,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2147,1,2287,49,108220,47.32,19,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2148,1,2287,59,67760,29.63,635,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2149,0,2287,37,0,0,635,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2150,1,2287,47,36130,15.8,750,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2151,1,2287,52,23950,10.47,104,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2152,1,2287,37,35750,15.63,290,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2153,1,2287,37,54550,23.85,-111,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2154,0,2287,43,0,0,-111,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2158,1,2287,39,38700,16.92,414,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2159,1,2287,41,120750,52.8,306,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2160,1,2287,40,20400,8.92,270,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2161,1,2287,54,35900,15.7,103,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2163,1,2280,60,110108,48.29,-183,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2164,1,2280,39,90250,39.58,-102,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2165,1,2280,44,74650,32.74,133,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2166,1,2280,62,54750,24.01,-40,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2169,1,2280,38,74850,32.83,-157,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2172,0,2280,37,36500,16.01,986,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2173,1,2280,37,18500,8.11,549,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2174,1,2280,42,132000,57.89,-44,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2177,0,2280,44,0,0,716,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2178,1,2280,54,57660,25.29,367,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2179,1,2280,63,0,0,367,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2180,1,2280,58,173530,76.11,357,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2181,1,2280,42,26150,11.47,-68,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2182,1,2280,44,82740,36.29,265,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2183,1,2280,44,188800,82.81,129,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2184,1,2280,39,196474,86.17,139,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2186,1,2280,55,23865,10.47,416,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2187,1,2280,70,87850,38.53,91,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2188,0,2280,44,0,0,91,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2189,1,2280,49,66200,29.04,-50,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2190,1,2280,53,57725,25.32,152,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2191,1,2280,51,167390,73.42,72,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2192,1,2280,45,17100,7.5,22,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2193,1,2273,48,88250,38.83,46,50,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2194,1,2273,59,30750,13.53,220,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2195,1,2273,48,106250,46.74,-107,23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2196,1,2273,41,17150,7.55,1775,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2198,1,2273,56,85800,37.75,-88,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2199,1,2273,51,56050,24.66,818,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2200,1,2273,45,76975,33.86,810,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2203,1,2273,39,40150,17.66,359,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2205,1,2273,45,40250,17.71,101,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2206,1,2273,47,76670,33.73,454,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2207,0,2273,69,5200,2.29,1524,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2208,1,2273,43,28830,12.68,11,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2209,1,2273,39,61966,27.26,22,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2210,1,2273,49,58000,25.52,811,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2211,0,2273,40,15300,6.73,1668,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2212,1,2273,56,96860,42.61,68,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2213,1,2273,50,55862,24.58,-221,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2214,1,2273,51,307000,135.06,-11,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2215,1,2273,44,46650,20.52,-108,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2216,1,2273,65,58200,25.6,-145,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2217,1,2273,39,111049,48.86,269,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2218,1,2266,45,28350,12.51,188,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2219,1,2266,66,52935,23.36,137,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2220,1,2266,44,88250,38.95,385,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2221,1,2266,42,84200,37.16,268,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2222,1,2266,43,59825,26.4,-229,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2223,1,2266,38,5400,2.38,1218,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2224,1,2266,42,36200,15.98,732,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2225,1,2266,45,110676,48.84,-25,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2226,1,2266,44,4600,2.03,1993,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2227,1,2266,34,20050,8.85,242,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2228,1,2266,41,32025,14.13,-38,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2230,1,2266,48,23150,10.22,27,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2231,1,2266,40,15200,6.71,810,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2232,0,2266,45,2000,0.88,2090,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2233,1,2266,59,68840,30.38,144,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2234,1,2266,53,21450,9.47,-219,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2235,1,2266,55,35850,15.82,167,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2237,1,2266,58,16200,7.15,13,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2238,0,2266,61,0,0,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2239,1,2266,39,21674,9.56,1431,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2240,1,2266,55,15000,6.62,1722,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2241,1,2266,42,31120,13.73,49,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2242,1,2266,46,60312,26.62,136,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2243,1,2266,44,36750,16.22,80,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2244,1,2266,68,37550,16.57,25,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2245,1,2266,44,15300,6.75,1089,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2246,1,2266,45,49230,21.73,2,19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2248,0,2266,44,0,0,-32,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2249,1,2266,31,33450,14.76,206,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2250,0,2266,65,7200,3.18,1983,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2251,0,2266,52,7424,3.28,1723,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2252,1,2266,44,79400,35.04,282,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2253,1,2266,45,11400,5.03,1560,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2254,1,2259,44,32900,14.56,137,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2255,1,2259,44,82740,36.63,77,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2256,1,2259,64,29400,13.01,425,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2257,0,2259,64,25700,11.38,1796,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2258,1,2259,46,78400,34.71,-112,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2259,0,2259,44,9938,4.4,1880,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2260,0,2259,45,0,0,1880,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2261,1,2259,68,74825,33.12,-44,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2262,0,2259,47,0,0,-44,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2263,0,2259,55,0,0,-44,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2266,1,2259,58,42850,18.97,38,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2267,0,2259,46,20400,9.03,740,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2268,1,2259,40,39501,17.49,164,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2269,1,2259,48,52250,23.13,329,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2270,1,2259,44,64040,28.35,72,14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2271,1,2259,50,22320,9.88,256,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2272,1,2259,57,20450,9.05,747,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2273,1,2252,43,48900,21.71,857,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2274,1,2252,39,4800,2.13,1748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2275,0,2252,44,0,0,1748,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2276,1,2252,42,57000,25.31,25,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2277,1,2252,52,63270,28.1,-87,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2278,1,2252,64,30725,13.64,246,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2280,1,2252,41,60330,26.79,141,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2281,1,2252,49,21400,9.5,48,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2282,1,2252,60,93122,41.35,-165,23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2283,0,2252,44,3600,1.6,2161,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2284,0,2252,53,25600,11.37,1898,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2285,1,2252,64,25300,11.23,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2286,1,2252,51,25050,11.12,84,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2287,0,2252,38,27400,12.17,751,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2288,1,2252,32,94950,42.16,61,30,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2291,0,2252,38,0,0,590,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2292,0,2252,44,0,0,590,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2294,1,2252,38,29450,13.08,-32,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2295,0,2252,45,19831,8.81,1649,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2296,1,2252,54,63010,27.98,286,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2297,1,2252,42,241400,107.19,-58,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2298,1,2252,44,31350,13.92,621,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2299,1,2252,41,16813,7.47,525,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2301,1,2252,65,31510,13.99,66,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2302,1,2252,45,117500,52.18,121,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2303,1,2252,54,20400,9.06,131,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2304,1,2252,39,65700,29.17,395,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2305,1,2245,47,50413,22.46,101,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2308,1,2245,53,7100,3.16,2063,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2310,1,2245,45,16500,7.35,38,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2311,1,2245,45,32950,14.68,524,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2312,1,2245,45,317150,141.27,29,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2314,1,2245,44,66600,29.67,86,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2315,1,2245,45,36900,16.44,-26,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2316,0,2245,41,3400,1.51,1931,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2317,1,2245,41,100250,44.65,706,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2318,1,2245,29,6150,2.74,1747,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2319,1,2245,35,24174,10.77,310,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2320,1,2245,35,33700,15.01,500,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2322,0,2245,52,0,0,37,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2323,1,2245,50,37560,16.73,372,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2324,1,2245,39,31850,14.19,826,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2325,1,2245,41,0,0,826,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2327,1,2245,46,10800,4.81,1590,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2329,1,2245,72,76100,33.9,6,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2332,0,2245,40,6400,2.85,1590,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2333,1,2245,27,88390,39.37,-232,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2334,1,2238,34,47000,21,248,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2336,1,2238,49,186291,83.24,583,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2337,1,2238,41,30950,13.83,237,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2338,1,2238,58,112975,50.48,45,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2339,1,2238,58,21625,9.66,425,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2340,1,2238,51,38363,17.14,135,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2341,1,2238,44,22400,10.01,1167,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2342,1,2238,56,32050,14.32,53,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2343,1,2238,41,41795,18.68,-167,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2344,1,2238,38,102600,45.84,87,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2346,1,2238,42,57300,25.6,137,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2348,1,2238,51,38050,17,40,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2349,1,2238,40,35675,15.94,211,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2350,1,2238,73,37660,16.83,164,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2353,1,2231,58,39250,17.59,468,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2354,1,2231,35,34400,15.42,-14,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2355,1,2231,42,60000,26.89,30,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2357,1,2231,43,63262,28.36,128,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2359,1,2231,45,22300,10,1144,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2360,1,2231,48,33400,14.97,148,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2361,1,2231,48,21274,9.54,879,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2362,1,2231,61,25000,11.21,148,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2363,1,2231,45,74900,33.57,-82,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2365,1,2231,55,44300,19.86,378,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2366,1,2231,41,84571,37.91,148,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2367,1,2231,56,75950,34.04,19,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2368,1,2231,38,87130,39.05,-87,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2369,0,2231,42,24200,10.85,844,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2370,1,2231,52,42150,18.89,415,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2371,0,2231,51,15450,6.93,1289,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2373,0,2231,38,16440,7.37,1466,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2374,1,2231,67,34600,15.51,90,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2375,1,2231,38,29850,13.38,16,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2376,1,2231,37,34510,15.47,259,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2377,1,2231,44,30150,13.51,703,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2378,1,2231,41,69550,31.17,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2379,1,2231,61,17600,7.89,389,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2381,1,2231,44,73531,32.96,-43,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2382,1,2231,59,100800,45.18,0,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2383,1,2231,55,40350,18.09,246,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2384,0,2231,35,1500,0.67,2096,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2385,1,2231,38,23100,10.35,312,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2386,1,2231,50,27788,12.46,375,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2388,1,2231,64,156760,70.26,110,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2389,1,2231,49,54600,24.47,321,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2390,1,2231,45,78600,35.23,98,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2391,1,2231,38,79291,35.54,-59,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2392,1,2231,50,106350,47.67,-44,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2393,1,2224,45,83700,37.63,47,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2394,1,2224,36,51076,22.97,493,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2396,0,2224,61,10000,4.5,1523,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2398,1,2224,72,173100,77.83,76,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2399,1,2224,47,45600,20.5,1145,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2401,1,2224,31,30550,13.74,38,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2402,1,2224,44,37400,16.82,357,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2403,1,2224,44,37800,17,-98,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2404,1,2224,39,49825,22.4,378,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2405,1,2224,39,51200,23.02,507,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2406,1,2224,62,34250,15.4,68,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2407,1,2224,54,25000,11.24,19,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2409,1,2224,56,96608,43.44,187,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2410,1,2224,61,50616,22.76,349,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2412,1,2224,53,201780,90.73,5,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2413,1,2224,39,38600,17.36,369,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2414,1,2224,40,28526,12.83,153,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2415,0,2224,44,6800,3.06,1897,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2416,1,2224,43,24430,10.98,60,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2417,1,2224,32,38400,17.27,151,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2418,1,2224,60,31320,14.08,204,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2420,1,2224,40,57900,26.03,120,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2421,1,2224,45,65300,29.36,152,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2422,1,2224,33,24800,11.15,614,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2423,1,2224,56,120450,54.16,-233,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2424,1,2224,46,20600,9.26,258,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2425,1,2218,44,45250,20.4,310,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2427,0,2218,44,0,0,310,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2429,1,2218,41,26725,12.05,263,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2433,1,2218,62,36180,16.31,268,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2435,1,2218,34,36450,16.43,37,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2436,1,2218,67,25600,11.54,49,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2439,1,2218,52,16100,7.26,39,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2440,1,2218,54,140450,63.32,145,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2441,1,2218,40,37300,16.82,56,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2442,1,2218,36,67900,30.61,265,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
